state,state_name,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
connecticut,Connecticut,1990,1.09,0.45,0.92,2.46,258.3704,89.3023,191.0138,524.8
connecticut,Connecticut,1991,1.03,0.43,0.84,2.29,244.1481,85.3333,174.4039,488.5333
connecticut,Connecticut,1992,1.01,0.45,0.83,2.3,239.4074,89.3023,172.3277,490.6667
connecticut,Connecticut,1993,0.96,0.44,0.8,2.2,227.5556,87.3178,166.0989,469.3333
connecticut,Connecticut,1994,0.99,0.43,0.78,2.2,234.6667,85.3333,161.9465,469.3333
connecticut,Connecticut,1995,0.96,0.46,0.78,2.2,227.5556,91.2868,161.9465,469.3333
connecticut,Connecticut,1996,0.91,0.46,0.72,2.09,215.7037,91.2868,149.4891,445.8667
connecticut,Connecticut,1997,0.95,0.48,0.74,2.17,225.1852,95.2558,153.6415,462.9333
connecticut,Connecticut,1998,0.96,0.49,0.76,2.21,227.5556,97.2403,157.794,471.4667
connecticut,Connecticut,1999,0.94,0.49,0.75,2.18,222.8148,97.2403,155.7178,465.0667
connecticut,Connecticut,2000,0.94,0.49,0.74,2.18,222.8148,97.2403,153.6415,465.0667
connecticut,Connecticut,2001,0.95,0.5,0.74,2.19,225.1852,99.2248,153.6415,467.2
connecticut,Connecticut,2002,0.95,0.5,0.75,2.21,225.1852,99.2248,155.7178,471.4667
connecticut,Connecticut,2003,0.93,0.52,0.78,2.23,220.4444,103.1938,161.9465,475.7333
connecticut,Connecticut,2004,0.93,0.53,0.79,2.25,220.4444,105.1783,164.0227,480.0
connecticut,Connecticut,2005,0.9,0.54,0.79,2.23,213.3333,107.1628,164.0227,475.7333
connecticut,Connecticut,2006,0.93,0.56,0.81,2.3,220.4444,111.1318,168.1752,490.6667
connecticut,Connecticut,2007,0.92,0.57,0.84,2.33,218.0741,113.1163,174.4039,497.0667
connecticut,Connecticut,2008,0.93,0.58,0.85,2.36,220.4444,115.1008,176.4801,503.4667
connecticut,Connecticut,2009,0.88,0.59,0.85,2.31,208.5926,117.0853,176.4801,492.8
connecticut,Connecticut,2010,0.88,0.6,0.87,2.35,208.5926,119.0698,180.6326,501.3333
connecticut,Connecticut,2011,0.86,0.62,0.88,2.35,203.8519,123.0388,182.7088,501.3333
connecticut,Connecticut,2012,0.86,0.61,0.91,2.38,203.8519,121.0543,188.9376,507.7333
connecticut,Connecticut,2013,0.85,0.61,0.91,2.37,201.4815,121.0543,188.9376,505.6
connecticut,Connecticut,2014,0.84,0.6,0.92,2.36,199.1111,119.0698,191.0138,503.4667
connecticut,Connecticut,2015,0.85,0.61,0.95,2.41,201.4815,121.0543,197.2425,514.1333
connecticut,Connecticut,2016,0.85,0.62,0.98,2.44,201.4815,123.0388,203.4712,520.5333
connecticut,Connecticut,2017,0.82,0.6,0.99,2.41,194.3704,119.0698,205.5474,514.1333
connecticut,Connecticut,2018,0.8,0.6,1.01,2.4,189.6296,119.0698,209.6999,512.0
connecticut,Connecticut,2019,0.81,0.6,1.07,2.47,192.0,119.0698,222.1573,526.9333
connecticut,Connecticut,2020,0.79,0.6,1.11,2.5,187.2593,119.0698,230.4623,533.3333
connecticut,Connecticut,2021,0.78,0.56,1.19,2.54,184.8889,111.1318,247.0722,541.8667
connecticut,Connecticut,2022,0.73,0.53,1.15,2.41,173.037,105.1783,238.7672,514.1333
connecticut,Connecticut,2023,0.7,0.52,1.15,2.37,165.9259,103.1938,238.7672,505.6
delaware,Delaware,1977,1.3,0.23,1.33,2.86,308.1481,45.6434,276.1395,610.1333
delaware,Delaware,1978,1.31,0.24,1.3,2.85,310.5185,47.6279,269.9108,608.0
delaware,Delaware,1979,1.35,0.26,1.31,2.92,320.0,51.5969,271.987,622.9333
delaware,Delaware,1980,1.44,0.29,1.37,3.11,341.3333,57.5504,284.4444,663.4667
delaware,Delaware,1981,1.52,0.33,1.4,3.24,360.2963,65.4884,290.6732,691.2
delaware,Delaware,1982,1.54,0.34,1.38,3.26,365.037,67.4729,286.5207,695.4667
delaware,Delaware,1983,1.55,0.35,1.35,3.25,367.4074,69.4574,280.292,693.3333
delaware,Delaware,1984,1.52,0.39,1.29,3.2,360.2963,77.3953,267.8345,682.6667
delaware,Delaware,1985,1.48,0.41,1.31,3.2,350.8148,81.3643,271.987,682.6667
delaware,Delaware,1986,1.46,0.45,1.25,3.16,346.0741,89.3023,259.5296,674.1333
delaware,Delaware,1987,1.46,0.43,1.23,3.12,346.0741,85.3333,255.3771,665.6
delaware,Delaware,1988,1.46,0.41,1.21,3.08,346.0741,81.3643,251.2247,657.0667
delaware,Delaware,1989,1.43,0.39,1.15,2.96,338.963,77.3953,238.7672,631.4667
delaware,Delaware,1990,1.44,0.37,1.14,2.95,341.3333,73.4264,236.691,629.3333
delaware,Delaware,1991,1.4,0.35,0.95,2.7,331.8519,69.4574,197.2425,576.0
delaware,Delaware,1992,1.4,0.36,0.97,2.73,331.8519,71.4419,201.395,582.4
delaware,Delaware,1993,1.46,0.35,0.95,2.76,346.0741,69.4574,197.2425,588.8
delaware,Delaware,1994,1.43,0.38,0.95,2.76,338.963,75.4109,197.2425,588.8
delaware,Delaware,1995,1.3,0.4,0.92,2.62,308.1481,79.3798,191.0138,558.9333
delaware,Delaware,1996,1.39,0.45,0.94,2.78,329.4815,89.3023,195.1663,593.0667
delaware,Delaware,1997,1.37,0.46,0.99,2.81,324.7407,91.2868,205.5474,599.4667
delaware,Delaware,1998,1.41,0.47,1.03,2.91,334.2222,93.2713,213.8524,620.8
delaware,Delaware,1999,1.4,0.48,1.03,2.9,331.8519,95.2558,213.8524,618.6667
delaware,Delaware,2000,1.36,0.48,1.05,2.89,322.3704,95.2558,218.0049,616.5333
delaware,Delaware,2001,1.39,0.49,1.07,2.94,329.4815,97.2403,222.1573,627.2
delaware,Delaware,2002,1.39,0.52,1.1,3.01,329.4815,103.1938,228.3861,642.1333
delaware,Delaware,2003,1.38,0.57,1.18,3.12,327.1111,113.1163,244.9959,665.6
delaware,Delaware,2004,1.42,0.57,1.28,3.27,336.5926,113.1163,265.7583,697.6
delaware,Delaware,2005,1.42,0.58,1.24,3.25,336.5926,115.1008,257.4534,693.3333
delaware,Delaware,2006,1.41,0.59,1.26,3.26,334.2222,117.0853,261.6058,695.4667
delaware,Delaware,2007,1.38,0.59,1.23,3.19,327.1111,117.0853,255.3771,680.5333
delaware,Delaware,2008,1.35,0.57,1.23,3.15,320.0,113.1163,255.3771,672.0
delaware,Delaware,2009,1.32,0.65,1.34,3.31,312.8889,128.9922,278.2157,706.1333
delaware,Delaware,2010,1.36,0.66,1.36,3.38,322.3704,130.9767,282.3682,721.0667
delaware,Delaware,2011,1.34,0.69,1.52,3.55,317.6296,136.9302,315.588,757.3333
delaware,Delaware,2012,1.32,0.7,1.58,3.59,312.8889,138.9147,328.0454,765.8667
delaware,Delaware,2013,1.25,0.72,1.63,3.6,296.2963,142.8837,338.4266,768.0
delaware,Delaware,2014,1.21,0.72,1.67,3.6,286.8148,142.8837,346.7315,768.0
delaware,Delaware,2015,1.19,0.72,1.75,3.66,282.0741,142.8837,363.3414,780.8
delaware,Delaware,2016,1.2,0.74,1.8,3.73,284.4444,146.8527,373.7226,795.7333
delaware,Delaware,2017,1.15,0.72,1.75,3.62,272.5926,142.8837,363.3414,772.2667
delaware,Delaware,2018,1.11,0.72,1.69,3.52,263.1111,142.8837,350.884,750.9333
delaware,Delaware,2019,1.11,0.71,1.61,3.43,263.1111,140.8992,334.2741,731.7333
delaware,Delaware,2020,1.12,0.77,2.12,4.0,265.4815,152.8062,440.1622,853.3333
delaware,Delaware,2021,1.13,0.8,2.46,4.39,267.8519,158.7597,510.7543,936.5333
delaware,Delaware,2022,1.05,0.68,2.34,4.08,248.8889,134.9457,485.8394,870.4
delaware,Delaware,2023,1.02,0.68,2.38,4.09,241.7778,134.9457,494.1444,872.5333
district of columbia,District Of Columbia,1977,1.35,0.86,3.16,5.37,320.0,170.6667,656.0908,1145.6
district of columbia,District Of Columbia,1978,1.38,0.91,3.04,5.33,327.1111,180.5891,631.176,1137.0667
district of columbia,District Of Columbia,1979,1.42,0.96,2.92,5.3,336.5926,190.5116,606.2612,1130.6667
district of columbia,District Of Columbia,1980,1.49,0.99,2.94,5.41,353.1852,196.4651,610.4136,1154.1333
district of columbia,District Of Columbia,1981,1.48,1.05,2.89,5.42,350.8148,208.3721,600.0324,1156.2667
district of columbia,District Of Columbia,1982,1.46,0.99,2.88,5.33,346.0741,196.4651,597.9562,1137.0667
district of columbia,District Of Columbia,1983,1.51,1.05,2.71,5.27,357.9259,208.3721,562.6602,1124.2667
district of columbia,District Of Columbia,1984,1.51,1.07,2.59,5.17,357.9259,212.3411,537.7453,1102.9333
district of columbia,District Of Columbia,1985,1.44,1.0,2.35,4.8,341.3333,198.4496,487.9157,1024.0
district of columbia,District Of Columbia,1986,1.45,1.0,2.09,4.54,343.7037,198.4496,433.9335,968.5333
district of columbia,District Of Columbia,1987,1.41,0.95,2.26,4.62,334.2222,188.5271,469.2295,985.6
district of columbia,District Of Columbia,1988,1.38,0.93,1.9,4.22,327.1111,184.5581,394.485,900.2667
district of columbia,District Of Columbia,1989,1.39,0.82,1.72,3.92,329.4815,162.7287,357.1127,836.2667
district of columbia,District Of Columbia,1990,1.42,0.76,1.96,4.14,336.5926,150.8217,406.9424,883.2
district of columbia,District Of Columbia,1991,1.42,0.61,1.85,3.89,336.5926,121.0543,384.1038,829.8667
district of columbia,District Of Columbia,1992,1.61,0.7,1.74,4.05,381.6296,138.9147,361.2652,864.0
district of columbia,District Of Columbia,1993,1.51,0.73,1.54,3.78,357.9259,144.8682,319.7405,806.4
district of columbia,District Of Columbia,1994,1.5,0.74,1.52,3.76,355.5556,146.8527,315.588,802.1333
district of columbia,District Of Columbia,1995,1.49,0.77,1.52,3.78,353.1852,152.8062,315.588,806.4
district of columbia,District Of Columbia,1996,1.33,0.86,1.47,3.67,315.2593,170.6667,305.2068,782.9333
district of columbia,District Of Columbia,1997,1.42,0.8,1.61,3.83,336.5926,158.7597,334.2741,817.0667
district of columbia,District Of Columbia,1998,1.37,0.78,1.57,3.73,324.7407,154.7907,325.9692,795.7333
district of columbia,District Of Columbia,1999,1.38,0.78,1.36,3.52,327.1111,154.7907,282.3682,750.9333
district of columbia,District Of Columbia,2000,1.39,0.81,1.45,3.65,329.4815,160.7442,301.0543,778.6667
district of columbia,District Of Columbia,2001,1.36,0.79,1.46,3.61,322.3704,156.7752,303.1306,770.1333
district of columbia,District Of Columbia,2002,1.36,0.83,1.47,3.66,322.3704,164.7132,305.2068,780.8
district of columbia,District Of Columbia,2003,1.38,0.88,1.51,3.76,327.1111,174.6357,313.5118,802.1333
district of columbia,District Of Columbia,2004,1.38,0.91,1.52,3.8,327.1111,180.5891,315.588,810.6667
district of columbia,District Of Columbia,2005,1.4,0.93,1.56,3.9,331.8519,184.5581,323.8929,832.0
district of columbia,District Of Columbia,2006,1.38,0.96,1.6,3.94,327.1111,190.5116,332.1979,840.5333
district of columbia,District Of Columbia,2007,1.37,1.0,1.63,4.0,324.7407,198.4496,338.4266,853.3333
district of columbia,District Of Columbia,2008,1.35,1.01,1.64,4.0,320.0,200.4341,340.5028,853.3333
district of columbia,District Of Columbia,2009,1.26,1.0,1.62,3.88,298.6667,198.4496,336.3504,827.7333
district of columbia,District Of Columbia,2010,1.22,1.0,1.61,3.83,289.1852,198.4496,334.2741,817.0667
district of columbia,District Of Columbia,2011,1.19,1.01,1.62,3.83,282.0741,200.4341,336.3504,817.0667
district of columbia,District Of Columbia,2012,1.18,1.01,1.65,3.85,279.7037,200.4341,342.5791,821.3333
district of columbia,District Of Columbia,2013,1.16,1.01,1.66,3.83,274.963,200.4341,344.6553,817.0667
district of columbia,District Of Columbia,2014,1.15,1.0,1.67,3.82,272.5926,198.4496,346.7315,814.9333
district of columbia,District Of Columbia,2015,1.14,1.02,1.67,3.82,270.2222,202.4186,346.7315,814.9333
district of columbia,District Of Columbia,2016,1.12,1.02,1.69,3.84,265.4815,202.4186,350.884,819.2
district of columbia,District Of Columbia,2017,1.1,1.02,1.68,3.8,260.7407,202.4186,348.8078,810.6667
district of columbia,District Of Columbia,2018,1.08,1.02,1.68,3.77,256.0,202.4186,348.8078,804.2667
district of columbia,District Of Columbia,2019,1.07,1.01,1.67,3.75,253.6296,200.4341,346.7315,800.0
district of columbia,District Of Columbia,2020,1.14,1.08,1.79,4.02,270.2222,214.3256,371.6464,857.6
district of columbia,District Of Columbia,2021,1.16,1.09,1.87,4.12,274.963,216.3101,388.2563,878.9333
district of columbia,District Of Columbia,2022,1.13,1.06,1.78,3.97,267.8519,210.3566,369.5702,846.9333
district of columbia,District Of Columbia,2023,1.09,1.01,1.75,3.85,258.3704,200.4341,363.3414,821.3333
florida,Florida,1977,1.27,0.31,1.4,2.99,301.037,61.5194,290.6732,637.8667
florida,Florida,1978,1.34,0.32,1.4,3.07,317.6296,63.5039,290.6732,654.9333
florida,Florida,1979,1.38,0.34,1.41,3.14,327.1111,67.4729,292.7494,669.8667
florida,Florida,1980,1.4,0.37,1.41,3.18,331.8519,73.4264,292.7494,678.4
florida,Florida,1981,1.54,0.39,1.37,3.3,365.037,77.3953,284.4444,704.0
florida,Florida,1982,1.54,0.4,1.32,3.26,365.037,79.3798,274.0633,695.4667
florida,Florida,1983,1.55,0.39,1.22,3.16,367.4074,77.3953,253.3009,674.1333
florida,Florida,1984,1.46,0.4,1.23,3.09,346.0741,79.3798,255.3771,659.2
florida,Florida,1985,1.47,0.41,1.16,3.04,348.4444,81.3643,240.8435,648.5333
florida,Florida,1986,1.5,0.41,1.05,2.96,355.5556,81.3643,218.0049,631.4667
florida,Florida,1987,1.5,0.42,1.03,2.95,355.5556,83.3488,213.8524,629.3333
florida,Florida,1988,1.5,0.41,1.0,2.91,355.5556,81.3643,207.6237,620.8
florida,Florida,1989,1.51,0.39,1.0,2.89,357.9259,77.3953,207.6237,616.5333
florida,Florida,1990,1.54,0.39,1.04,2.96,365.037,77.3953,215.9286,631.4667
florida,Florida,1991,1.43,0.34,0.92,2.69,338.963,67.4729,191.0138,573.8667
florida,Florida,1992,1.45,0.34,0.96,2.75,343.7037,67.4729,199.3187,586.6667
florida,Florida,1993,1.44,0.33,0.92,2.68,341.3333,65.4884,191.0138,571.7333
florida,Florida,1994,1.4,0.33,0.87,2.6,331.8519,65.4884,180.6326,554.6667
florida,Florida,1995,1.34,0.35,0.82,2.5,317.6296,69.4574,170.2514,533.3333
florida,Florida,1996,1.36,0.37,0.81,2.54,322.3704,73.4264,168.1752,541.8667
florida,Florida,1997,1.36,0.37,0.8,2.53,322.3704,73.4264,166.0989,539.7333
florida,Florida,1998,1.33,0.38,0.79,2.5,315.2593,75.4109,164.0227,533.3333
florida,Florida,1999,1.33,0.4,0.8,2.53,315.2593,79.3798,166.0989,539.7333
florida,Florida,2000,1.32,0.41,0.83,2.56,312.8889,81.3643,172.3277,546.1333
florida,Florida,2001,1.32,0.4,0.82,2.54,312.8889,79.3798,170.2514,541.8667
florida,Florida,2002,1.32,0.43,0.84,2.58,312.8889,85.3333,174.4039,550.4
florida,Florida,2003,1.31,0.44,0.86,2.61,310.5185,87.3178,178.5564,556.8
florida,Florida,2004,1.34,0.46,0.88,2.68,317.6296,91.2868,182.7088,571.7333
florida,Florida,2005,1.33,0.46,0.91,2.7,315.2593,91.2868,188.9376,576.0
florida,Florida,2006,1.32,0.47,0.91,2.7,312.8889,93.2713,188.9376,576.0
florida,Florida,2007,1.28,0.48,0.92,2.68,303.4074,95.2558,191.0138,571.7333
florida,Florida,2008,1.24,0.48,0.89,2.61,293.9259,95.2558,184.7851,556.8
florida,Florida,2009,1.19,0.48,0.91,2.58,282.0741,95.2558,188.9376,550.4
florida,Florida,2010,1.12,0.47,0.91,2.51,265.4815,93.2713,188.9376,535.4667
florida,Florida,2011,1.13,0.49,0.93,2.54,267.8519,97.2403,193.09,541.8667
florida,Florida,2012,1.26,0.51,0.95,2.72,298.6667,101.2093,197.2425,580.2667
florida,Florida,2013,1.28,0.49,0.95,2.72,303.4074,97.2403,197.2425,580.2667
florida,Florida,2014,1.1,0.51,0.98,2.59,260.7407,101.2093,203.4712,552.5333
florida,Florida,2015,1.11,0.51,0.98,2.61,263.1111,101.2093,203.4712,556.8
florida,Florida,2016,1.09,0.53,1.03,2.65,258.3704,105.1783,213.8524,565.3333
florida,Florida,2017,1.07,0.52,1.04,2.63,253.6296,103.1938,215.9286,561.0667
florida,Florida,2018,1.05,0.52,1.04,2.61,248.8889,103.1938,215.9286,556.8
florida,Florida,2019,1.05,0.56,1.09,2.7,248.8889,111.1318,226.3098,576.0
florida,Florida,2020,1.04,0.57,1.15,2.76,246.5185,113.1163,238.7672,588.8
florida,Florida,2021,1.07,0.58,1.32,2.98,253.6296,115.1008,274.0633,635.7333
florida,Florida,2022,1.04,0.57,1.37,2.98,246.5185,113.1163,284.4444,635.7333
florida,Florida,2023,1.0,0.54,1.4,2.94,237.037,107.1628,290.6732,627.2
georgia,Georgia,1977,1.03,0.15,1.19,2.37,244.1481,29.7674,247.0722,505.6
georgia,Georgia,1978,1.09,0.18,1.21,2.48,258.3704,35.7209,251.2247,529.0667
georgia,Georgia,1979,1.11,0.18,1.16,2.44,263.1111,35.7209,240.8435,520.5333
georgia,Georgia,1980,1.06,0.19,1.08,2.33,251.2593,37.7054,224.2336,497.0667
georgia,Georgia,1981,1.1,0.18,1.09,2.38,260.7407,35.7209,226.3098,507.7333
georgia,Georgia,1982,1.12,0.21,1.04,2.36,265.4815,41.6744,215.9286,503.4667
georgia,Georgia,1983,1.14,0.22,1.06,2.42,270.2222,43.6589,220.0811,516.2667
georgia,Georgia,1984,1.18,0.24,1.06,2.48,279.7037,47.6279,220.0811,529.0667
georgia,Georgia,1985,1.17,0.25,1.01,2.44,277.3333,49.6124,209.6999,520.5333
georgia,Georgia,1986,1.21,0.27,0.94,2.43,286.8148,53.5814,195.1663,518.4
georgia,Georgia,1987,1.21,0.27,1.0,2.48,286.8148,53.5814,207.6237,529.0667
georgia,Georgia,1988,1.21,0.26,0.92,2.39,286.8148,51.5969,191.0138,509.8667
georgia,Georgia,1989,1.18,0.24,0.94,2.36,279.7037,47.6279,195.1663,503.4667
georgia,Georgia,1990,1.22,0.23,0.86,2.31,289.1852,45.6434,178.5564,492.8
georgia,Georgia,1991,1.16,0.22,0.78,2.17,274.963,43.6589,161.9465,462.9333
georgia,Georgia,1992,1.22,0.21,0.79,2.23,289.1852,41.6744,164.0227,475.7333
georgia,Georgia,1993,1.23,0.2,0.77,2.2,291.5556,39.6899,159.8702,469.3333
georgia,Georgia,1994,1.17,0.21,0.77,2.14,277.3333,41.6744,159.8702,456.5333
georgia,Georgia,1995,1.21,0.21,0.7,2.12,286.8148,41.6744,145.3366,452.2667
georgia,Georgia,1996,1.24,0.24,0.71,2.18,293.9259,47.6279,147.4128,465.0667
georgia,Georgia,1997,1.2,0.23,0.7,2.13,284.4444,45.6434,145.3366,454.4
georgia,Georgia,1998,1.22,0.23,0.7,2.15,289.1852,45.6434,145.3366,458.6667
georgia,Georgia,1999,1.23,0.25,0.7,2.18,291.5556,49.6124,145.3366,465.0667
georgia,Georgia,2000,1.21,0.25,0.69,2.16,286.8148,49.6124,143.2603,460.8
georgia,Georgia,2001,1.2,0.25,0.65,2.11,284.4444,49.6124,134.9554,450.1333
georgia,Georgia,2002,1.21,0.26,0.66,2.13,286.8148,51.5969,137.0316,454.4
georgia,Georgia,2003,1.2,0.26,0.66,2.13,284.4444,51.5969,137.0316,454.4
georgia,Georgia,2004,1.19,0.27,0.65,2.11,282.0741,53.5814,134.9554,450.1333
georgia,Georgia,2005,1.17,0.26,0.64,2.07,277.3333,51.5969,132.8792,441.6
georgia,Georgia,2006,1.19,0.26,0.65,2.1,282.0741,51.5969,134.9554,448.0
georgia,Georgia,2007,1.19,0.26,0.65,2.1,282.0741,51.5969,134.9554,448.0
georgia,Georgia,2008,1.16,0.25,0.65,2.06,274.963,49.6124,134.9554,439.4667
georgia,Georgia,2009,1.11,0.25,0.65,2.01,263.1111,49.6124,134.9554,428.8
georgia,Georgia,2010,1.08,0.25,0.65,1.98,256.0,49.6124,134.9554,422.4
georgia,Georgia,2011,1.06,0.25,0.67,1.98,251.2593,49.6124,139.1079,422.4
georgia,Georgia,2012,1.06,0.25,0.68,1.99,251.2593,49.6124,141.1841,424.5333
georgia,Georgia,2013,1.03,0.25,0.69,1.98,244.1481,49.6124,143.2603,422.4
georgia,Georgia,2014,1.02,0.25,0.69,1.97,241.7778,49.6124,143.2603,420.2667
georgia,Georgia,2015,1.01,0.25,0.69,1.95,239.4074,49.6124,143.2603,416.0
georgia,Georgia,2016,0.99,0.25,0.7,1.95,234.6667,49.6124,145.3366,416.0
georgia,Georgia,2017,0.98,0.25,0.7,1.93,232.2963,49.6124,145.3366,411.7333
georgia,Georgia,2018,0.95,0.25,0.7,1.9,225.1852,49.6124,145.3366,405.3333
georgia,Georgia,2019,0.94,0.25,0.72,1.9,222.8148,49.6124,149.4891,405.3333
georgia,Georgia,2020,0.93,0.25,0.74,1.92,220.4444,49.6124,153.6415,409.6
georgia,Georgia,2021,0.93,0.26,0.81,2.0,220.4444,51.5969,168.1752,426.6667
georgia,Georgia,2022,0.89,0.25,0.85,1.99,210.963,49.6124,176.4801,424.5333
georgia,Georgia,2023,0.84,0.25,0.88,1.96,199.1111,49.6124,182.7088,418.1333
hawaii,Hawaii,1977,1.55,0.35,1.21,3.11,367.4074,69.4574,251.2247,663.4667
hawaii,Hawaii,1978,1.33,0.44,1.25,3.02,315.2593,87.3178,259.5296,644.2667
hawaii,Hawaii,1979,1.51,0.42,1.21,3.14,357.9259,83.3488,251.2247,669.8667
hawaii,Hawaii,1980,1.64,0.46,1.2,3.3,388.7407,91.2868,249.1484,704.0
hawaii,Hawaii,1981,1.74,0.44,1.16,3.34,412.4444,87.3178,240.8435,712.5333
hawaii,Hawaii,1982,1.8,0.48,1.14,3.41,426.6667,95.2558,236.691,727.4667
hawaii,Hawaii,1983,1.89,0.44,1.13,3.45,448.0,87.3178,234.6148,736.0
hawaii,Hawaii,1984,1.66,0.41,0.92,2.99,393.4815,81.3643,191.0138,637.8667
hawaii,Hawaii,1985,1.61,0.42,0.88,2.91,381.6296,83.3488,182.7088,620.8
hawaii,Hawaii,1986,1.61,0.44,0.86,2.91,381.6296,87.3178,178.5564,620.8
hawaii,Hawaii,1987,1.59,0.41,0.77,2.76,376.8889,81.3643,159.8702,588.8
hawaii,Hawaii,1988,1.64,0.45,0.8,2.89,388.7407,89.3023,166.0989,616.5333
hawaii,Hawaii,1989,1.56,0.43,0.8,2.79,369.7778,85.3333,166.0989,595.2
hawaii,Hawaii,1990,1.64,0.4,0.79,2.84,388.7407,79.3798,164.0227,605.8667
hawaii,Hawaii,1991,1.57,0.4,0.7,2.67,372.1481,79.3798,145.3366,569.6
hawaii,Hawaii,1992,1.55,0.39,0.69,2.63,367.4074,77.3953,143.2603,561.0667
hawaii,Hawaii,1993,1.49,0.37,0.65,2.51,353.1852,73.4264,134.9554,535.4667
hawaii,Hawaii,1994,1.46,0.38,0.62,2.46,346.0741,75.4109,128.7267,524.8
hawaii,Hawaii,1995,1.41,0.34,0.57,2.32,334.2222,67.4729,118.3455,494.9333
hawaii,Hawaii,1996,1.4,0.36,0.58,2.34,331.8519,71.4419,120.4217,499.2
hawaii,Hawaii,1997,1.38,0.4,0.56,2.33,327.1111,79.3798,116.2693,497.0667
hawaii,Hawaii,1998,1.32,0.37,0.54,2.22,312.8889,73.4264,112.1168,473.6
hawaii,Hawaii,1999,1.31,0.39,0.56,2.26,310.5185,77.3953,116.2693,482.1333
hawaii,Hawaii,2000,1.33,0.39,0.6,2.32,315.2593,77.3953,124.5742,494.9333
hawaii,Hawaii,2001,1.3,0.38,0.6,2.28,308.1481,75.4109,124.5742,486.4
hawaii,Hawaii,2002,1.27,0.39,0.62,2.28,301.037,77.3953,128.7267,486.4
hawaii,Hawaii,2003,1.3,0.42,0.66,2.38,308.1481,83.3488,137.0316,507.7333
hawaii,Hawaii,2004,1.38,0.43,0.7,2.5,327.1111,85.3333,145.3366,533.3333
hawaii,Hawaii,2005,1.3,0.45,0.72,2.47,308.1481,89.3023,149.4891,526.9333
hawaii,Hawaii,2006,1.28,0.47,0.77,2.52,303.4074,93.2713,159.8702,537.6
hawaii,Hawaii,2007,1.3,0.48,0.77,2.55,308.1481,95.2558,159.8702,544.0
hawaii,Hawaii,2008,1.33,0.51,0.72,2.56,315.2593,101.2093,149.4891,546.1333
hawaii,Hawaii,2009,1.27,0.51,0.71,2.49,301.037,101.2093,147.4128,531.2
hawaii,Hawaii,2010,1.25,0.52,0.71,2.48,296.2963,103.1938,147.4128,529.0667
hawaii,Hawaii,2011,1.25,0.53,0.73,2.51,296.2963,105.1783,151.5653,535.4667
hawaii,Hawaii,2012,1.25,0.53,0.75,2.53,296.2963,105.1783,155.7178,539.7333
hawaii,Hawaii,2013,1.25,0.54,0.76,2.56,296.2963,107.1628,157.794,546.1333
hawaii,Hawaii,2014,1.27,0.54,0.77,2.59,301.037,107.1628,159.8702,552.5333
hawaii,Hawaii,2015,1.28,0.56,0.77,2.61,303.4074,111.1318,159.8702,556.8
hawaii,Hawaii,2016,1.29,0.57,0.78,2.64,305.7778,113.1163,161.9465,563.2
hawaii,Hawaii,2017,1.29,0.58,0.79,2.66,305.7778,115.1008,164.0227,567.4667
hawaii,Hawaii,2018,1.28,0.59,0.79,2.66,303.4074,117.0853,164.0227,567.4667
hawaii,Hawaii,2019,1.29,0.59,0.8,2.68,305.7778,117.0853,166.0989,571.7333
hawaii,Hawaii,2020,1.24,0.58,0.79,2.62,293.9259,115.1008,164.0227,558.9333
hawaii,Hawaii,2021,1.27,0.59,0.84,2.7,301.037,117.0853,174.4039,576.0
hawaii,Hawaii,2022,1.24,0.59,0.87,2.7,293.9259,117.0853,180.6326,576.0
hawaii,Hawaii,2023,1.2,0.57,0.87,2.64,284.4444,113.1163,180.6326,563.2
idaho,Idaho,1977,1.47,0.22,0.78,2.47,348.4444,43.6589,161.9465,526.9333
idaho,Idaho,1978,1.46,0.25,0.78,2.5,346.0741,49.6124,161.9465,533.3333
idaho,Idaho,1979,1.51,0.27,0.82,2.6,357.9259,53.5814,170.2514,554.6667
idaho,Idaho,1980,1.53,0.3,0.77,2.59,362.6667,59.5349,159.8702,552.5333
idaho,Idaho,1981,1.54,0.33,0.83,2.69,365.037,65.4884,172.3277,573.8667
idaho,Idaho,1982,1.45,0.3,0.81,2.57,343.7037,59.5349,168.1752,548.2667
idaho,Idaho,1983,1.45,0.3,0.77,2.52,343.7037,59.5349,159.8702,537.6
idaho,Idaho,1984,1.41,0.31,0.72,2.45,334.2222,61.5194,149.4891,522.6667
idaho,Idaho,1985,1.36,0.36,0.71,2.43,322.3704,71.4419,147.4128,518.4
idaho,Idaho,1986,1.36,0.39,0.62,2.37,322.3704,77.3953,128.7267,505.6
